language_no	predicate_no	verb	X	Y	locus	valency_pattern
3	108		ACT	INACT	TR	TR
3	109		*	*	*	
3	110		*	*	*	
3	111		*	*	*	
3	112		*	*	*	
3	113		*	*	*	
3	114		*	*	*	
3	115		*	*	*	
3	116		*	*	*	
3	117		*	*	*	
3	118		*	*	*	
3	119		*	*	*	
3	120		*	*	*	
3	121		*	*	*	
3	122		*	*	*	
3	123		*	*	*	
3	124		*	*	*	
3	125		*	*	*	
3	126		*	*	*	
3	127		*	*	*	
3	128		*	*	*	
3	129		*	*	*	
3	130		*	*	*	
18	1		POSS	HEAD	X	POSS_HEAD
18	2		ba	SBJ	X	ba_SBJ
18	3		SBJ	lee	Y	SBJ_lee
18	4		SBJ	DO	TR	TR
18	5		POSS&DO	SBJ	X	POSS&DO_SBJ
18	6		SBJ	ba	Y	SBJ_ba
18	7		SBJ	la	Y	SBJ_la
18	8		SBJ	DO	TR	TR
18	9		SBJ	DO	TR	TR
18	10		*	*	*	
18	11		SBJ	ya	Y	SBJ_ya
18	12		SBJ	ji	Y	SBJ_ji
18	13		SBJ	le	Y	SBJ_le
18	14		SBJ	ji	Y	SBJ_ji
18	15		SBJ	ya	Y	SBJ_ya
18	16		SBJ	DO	TR	TR
18	17		SBJ	le	Y	SBJ_le
18	18		*	*	*	
18	19		SBJ	ba	Y	SBJ_ba
18	20		*	*	*	
18	21		SBJ	la	Y	SBJ_la
18	22		SBJ	ba	Y	SBJ_ba
18	23		SBJ	va	Y	SBJ_va
18	24		*	*	*	
18	25		*	*	*	
18	26		SBJ	DO	TR	TR
18	27		SBJ	DO	TR	TR
18	28		SBJ	DO	TR	TR
18	29		*	*	*	
18	30		SBJ	ba	Y	SBJ_ba
18	31		SBJ	DO	TR	TR
18	32		SBJ	DO	TR	TR
18	33		SBJ	DO	TR	TR
18	34		SBJ	DO	TR	TR
18	35		SBJ	ba	Y	SBJ_ba
18	36		SBJ	DO	TR	TR
18	37		*	*	*	
18	38		lee	SBJ	X	lee_SBJ
18	39		SBJ	DO	TR	TR
18	40		SBJ	ba	Y	SBJ_ba
18	41		SBJ	ba	Y	SBJ_ba
18	42		SBJ	ji	Y	SBJ_ji
18	43		SBJ	DO	TR	TR
18	44		SBJ	DO	TR	TR
18	45		*	*	*	
18	46		*	*	*	
18	47		SBJ	DO	TR	TR
18	48		*	*	*	
18	49		SBJ	DO	TR	TR
18	50		*	*	*	
18	51		*	*	*	
18	52		*	*	*	
18	53		SBJ	ta	Y	SBJ_ta
18	54		SBJ	ya	Y	SBJ_ya
18	55		SBJ	DO	TR	TR
18	56		*	*	*	
18	57		*	*	*	
18	58		le	SBJ	X	le_SBJ
18	59		*	*	*	
18	60		SBJ	zi	Y	SBJ_zi
18	61		*	*	*	
18	62		*	*	*	
18	63		*	*	*	
18	64		SBJ	ba	Y	SBJ_ba
18	65		SBJ	zuo	Y	SBJ_zuo
18	66		SBJ	DO	TR	TR
18	67		SBJ	ya	Y	SBJ_ya
18	68		SBJ	DO	TR	TR
18	69		SBJ	DO	TR	TR
18	70		SBJ	DO	TR	TR
18	71		SBJ	DO	TR	TR
18	72		SBJ	DO	TR	TR
18	73		SBJ	zi	Y	SBJ_zi
18	74		SBJ	ZERO	Y	SBJ_ZERO
18	75		*	*	*	
18	76		SBJ	ya	Y	SBJ_ya
18	77		SBJ	va	Y	SBJ_va
18	78		SBJ	DO	TR	TR
18	79		SBJ	ji	Y	SBJ_ji
18	80		SBJ	ya	Y	SBJ_ya
18	81		SBJ	ta	Y	SBJ_ta
18	82		*	*	*	
18	83		*	*	*	
18	84		SBJ	ya	Y	SBJ_ya
18	85		SBJ	DO	TR	TR
18	86		SBJ	DO	TR	TR
18	87		*	*	*	
18	88		*	*	*	
18	89		SBJ	zuo	Y	SBJ_zuo
18	90		SBJ	ta	Y	SBJ_ta
18	91		SBJ	DO	TR	TR
18	92		SBJ	DO	TR	TR
18	93		SBJ	DO	TR	TR
18	94		SBJ	ya	Y	SBJ_ya
18	95		SBJ	DO	TR	TR
18	96		SBJ	DO	TR	TR
18	97		SBJ	DO	TR	TR
18	98		*	*	*	
18	99		SBJ	va	Y	SBJ_va
18	100		*	*	*	
18	101		SBJ	la	Y	SBJ_la
18	102		SBJ	DO	TR	TR
18	103		SBJ	DO	TR	TR
18	104		SBJ	wuo	Y	SBJ_wuo
18	105		SBJ	DO	TR	TR
18	106		SBJ	DO	TR	TR
18	107		SBJ	ba	Y	SBJ_ba
18	108		*	*	*	
18	109		SBJ	DO	TR	TR
18	110		SBJ	DO	TR	TR
18	111		SBJ	ba	Y	SBJ_ba
18	112		*	*	*	
18	113		*	*	*	
18	114		SBJ	ta	Y	SBJ_ta
18	115		SBJ	la	Y	SBJ_la
18	116		SBJ	ba	Y	SBJ_ba
18	117		SBJ	va	Y	SBJ_va
18	118		*	*	*	
18	119		*	*	*	
18	120		SBJ	ya	Y	SBJ_ya
18	121		SBJ	va	Y	SBJ_va
18	122		*	*	*	
18	123		*	*	*	
18	124		*	*	*	
18	125		SBJ	ba	Y	SBJ_ba
18	126		*	*	*	
18	127		SBJ	ba	Y	SBJ_ba
18	128		*	*	*	
18	129		*	*	*	
18	130		*	*	*	
53	1	fáj	DAT	NOM	X	DAT_NOM
53	2	van	DAT	NOM	X	DAT_NOM
53	3	fél	NOM	ABL	Y	NOM_ABL
53	4	eldob	NOM	ACC	TR	TR
53	5	van elég	DAT	NOM	X	DAT_NOM
53	6	hasonlít	NOM	SUB	Y	NOM_SUB
53	7	hisz	NOM	DAT	Y	NOM_DAT
53	8	levesz	NOM	ACC	TR	TR
53	9	lát	NOM	ACC	TR	TR
53	10	befolyásol	NOM	ACC	TR	TR
53	11	összefut	NOM	INS	Y	NOM_INS
53	12	be-lép-	NOM	ILL	Y	NOM_ILL
53	13	legyőz	NOM	ACC	TR	TR
53	14	kimegy	NOM	ELA	Y	NOM_ELA
53	15	vezet	NOM	ACC	TR	TR
53	16	meghajlít 	NOM	ACC	TR	TR
53	17	mond	NOM	DAT	Y	NOM_DAT
53	18	tart 	NOM	ACC	TR	TR
53	19	utolér	NOM	ACC	TR	TR
53	20	megfej	NOM	ACC	TR	TR
53	21	elér	NOM	ACC	TR	TR
53	22	hozzáér	NOM	ALL	Y	NOM_ALL
53	23	verekszik 	NOM	INS	Y	NOM_INS
53	24	barátkozik	NOM	INS	Y	NOM_INS
53	25	gondol	NOM	SUB	Y	NOM_SUB
53	26	eszik 	NOM	ACC	TR	TR
53	27	megsüt 	NOM	ACC	TR	TR
53	28	vár	NOM	SUB	Y	NOM_SUB
53	29	megfeledkez	NOM	DEL	Y	NOM_DEL
53	30	függ	NOM	ABL	Y	NOM_ABL
53	31	hív 	NOM	ACC	TR	TR
53	32	megismer	NOM	ACC	TR	TR
53	33	ismer 	NOM	ACC	TR	TR
53	34	*	*	*	*	
53	35	elkerül	NOM	ACC	TR	TR
53	36	készít	NOM	ACC	TR	TR
53	37	kicsúfol	NOM	ACC	TR	TR
53	38	van 	DAT	NOM	X	DAT_NOM
53	39	keres 	NOM	ACC	TR	TR
53	40	lefest 	NOM	ACC	TR	TR
53	41	megharap 	NOM	ACC	TR	TR
53	42	elveszt	NOM	ACC	TR	TR
53	43	elkap	*	*	*	
53	44	eltör	NOM	ACC	TR	TR
53	45	hízeleg	NOM	DAT	Y	NOM_DAT
53	46	szeret	NOM	ACC	TR	TR
53	47	integet	NOM	INS	Y	NOM_INS
53	48	álmodik	NOM	DEL	Y	NOM_DEL
53	49	elmos	NOM	ACC	TR	TR
53	50	felvesz 	NOM	ACC	TR	TR
53	51	hívják	ACC	DAT	XY	ACC_DAT
53	52	megbüntet	NOM	ACC	TR	TR
53	53	megtámad	NOM	ACC	TR	TR
53	54	megtelik	NOM	INS	Y	NOM_INS
53	55	megtalál	NOM	ACC	TR	TR
53	56	keves-ebb- + COP	DAT	INS	XY	DAT_INS
53	57	utál	NOM	ACC	TR	TR
53	58	tetszik	DAT	NOM	X	DAT_NOM
53	59	van szüksége	DAT	SUB	XY	DAT_SUB
53	60	körbeveszik 	NOM	ACC	TR	TR
53	61	marad	DAT	NOM	X	DAT_NOM
53	62	válaszol	NOM	DAT	Y	NOM_DAT
53	63	kinyit	NOM	ACC	TR	TR
53	64	különbözik	NOM	ABL	Y	NOM_ABL
53	65	lemarad	NOM	mogott	Y	NOM_mogott
53	66	szánt	NOM	ACC	TR	TR
53	67	*	*	*	*	
53	68	átmegy	NOM	SUP	Y	NOM_SUP
53	69	énekel	NOM	ACC	TR	TR
53	70	ír	NOM	ACC	TR	TR
53	71	(meg)iszik	NOM	ACC	TR	TR
53	72	(meg)ólom	NOM	ACC	TR	TR
53	73	megy	NOM	ALL	Y	NOM_ALL
53	74	elhagy 	NOM	ACC	TR	TR
53	75	lefed	NOM	ACC	TR	TR
53	76	emlékszik	NOM	SUB	Y	NOM_SUB
53	77	segít	NOM	DAT	Y	NOM_DAT
53	78	ért	NOM	ESS	Y	NOM_ESS
53	79	csap	NOM	ILL	Y	NOM_ILL
53	80	megvág 	NOM	INS	Y	NOM_INS
53	81	odaragad	NOM	ALL	Y	NOM_ALL
53	82	veszít	NOM	szembenINS	Y	NOM_szembenINS
53	83	örül 	NOM	DAT	Y	NOM_DAT
53	84	beszélget	NOM	INS	Y	NOM_INS
53	85	szül	NOM	ACC	TR	TR
53	86	elejt	NOM	ACC	TR	TR
53	87	ural	NOM	ACC	TR	TR
53	88	hiányzik 	DAT	NOM	X	DAT_NOM
53	89	követ	NOM	ACC	TR	TR
53	90	leszáll 	NOM	DEL	Y	NOM_DEL
53	91	hallgat	NOM	ACC	TR	TR
53	92	hallgat 	NOM	SUB	Y	NOM_SUB
53	93	hall 	NOM	ACC	TR	TR
53	94	összekeveredik	NOM	INS	Y	NOM_INS
53	95	néz 	NOM	ACC	TR	TR
53	96	levesz	NOM	ACC	TR	TR
53	97	álmodik 	NOM	DEL	Y	NOM_DEL
53	98	egyetért	NOM	INS	Y	NOM_INS
53	99	összeveszik	NOM	INS	Y	NOM_INS
53	100	kerül	NOM	ILL	Y	NOM_ILL
53	101	rálő 	NOM	SUB	Y	NOM_SUB
53	102	tesz	NOM	ACC	TR	TR
53	103	elveszít	NOM	ACC	TR	TR
53	104	elsüllyed	NOM	ala	Y	NOM_ala
53	105	megöl	NOM	ACC	TR	TR
53	106	megüt	NOM	ACC	TR	TR
53	107	megcsókol	NOM	ACC	TR	TR
53	108	olvas	NOM	ACC	TR	TR
53	109	mozgat	NOM	ACC	TR	TR
53	110	tisztel	NOM	ACC	TR	TR
53	111	kényes	NOM	SUB	Y	NOM_SUB
53	112	elégedett	NOM	INS	Y	NOM_INS
53	113	beleszeret	NOM	ILL	Y	NOM_ILL
53	114	bízik	NOM	INE	Y	NOM_INE
53	115	együttérez	NOM	INS	Y	NOM_INS
53	116	irigy	NOM	SUB	Y	NOM_SUB
53	117	mérges	NOM	SUB	Y	NOM_SUB
53	118	meglepődik	NOM	ABL	Y	NOM_ABL
53	119	imád	NOM	ACC	TR	TR
53	120	jól esik 	DAT	NOM	X	DAT_NOM
53	121	akar	NOM	ACC	TR	TR
53	122	haragszik	NOM	SUB	Y	NOM_SUB
53	123	megsértődik	NOM	SUB	Y	NOM_SUB
53	124	elszomorít	NOM	ACC	TR	TR
53	125	*	*	*	*	
53	126	megvet 	NOM	ACC	TR	TR
53	127	csalódott	NOM	INE	Y	NOM_INE
53	128	haragszik 	NOM	SUB	Y	NOM_SUB
53	129	szeret 	NOM	ACC	TR	TR
53	130	szégyell	NOM	ACC	TR	TR
64	1	illt	DAT	iDAT	XY	DAT_iDAT
64	2	er	NOM	medACC	Y	NOM_medACC
64	3	hræddur 	NOM	vidACC	Y	NOM_vidACC
64	4	kastaði 	NOM	DAT	Y	NOM_DAT
64	5	á nóg 	*	*	*	
64	6	líkist	NOM	DAT	Y	NOM_DAT
64	7	trúir 	NOM	DAT	Y	NOM_DAT
64	8	tók 	NOM	ACC	TR	TR
64	9	sér 	NOM	ACC	TR	TR
64	10	hefur áhrif	NOM	aACC	Y	NOM_aACC
64	11	rakst 	NOM	aACC	Y	NOM_aACC
64	12	kom inn	NOM	iACC	Y	NOM_iACC
64	13	vann 	NOM	ACC	TR	TR
64	14	fór út	NOM	urDAT	Y	NOM_urDAT
64	15	reka	NOM	ACC	TR	TR
64	16	beygði	NOM	ACC	TR	TR
64	17	sagði	NOM	vidACC	Y	NOM_vidACC
64	18	heldur	NOM	aACC	Y	NOM_aACC
64	19	náði	NOM	DAT	Y	NOM_DAT
64	20	mjólkaði	NOM	ACC	TR	TR
64	21	náði	NOM	DAT	Y	NOM_DAT
64	22	kom	NOM	vidACC	Y	NOM_vidACC
64	23	slást	NOM	vidACC	Y	NOM_vidACC
64	24	vinur 	NOM	GEN	Y	NOM_GEN
64	25	hugsa	NOM	umACC	Y	NOM_umACC
64	26	borðaði	NOM	ACC	TR	TR
64	27	steikti	NOM	ACC	TR	TR
64	28	bíða	NOM	eftirDAT	Y	NOM_eftirDAT
64	29	gleymdi	NOM	DAT	Y	NOM_DAT
64	30	háð	NOM	DAT	Y	NOM_DAT
64	31	kallaði	NOM	iACC	Y	NOM_iACC
64	32	kynntist	NOM	DAT	Y	NOM_DAT
64	33	þekkir 	NOM	ACC	TR	TR
64	34	spila	NOM	aACC	Y	NOM_aACC
64	35	forðast 	NOM	ACC	TR	TR
64	36	bjó til	*	*	*	
64	37	gera grín	NOM	adDAT	Y	NOM_adDAT
64	38	á	NOM	ACC	TR	TR
64	39	leita	NOM	adDAT	Y	NOM_adDAT
64	40	málaði	NOM	ACC	TR	TR
64	41	beit 	NOM	ACC	TR	TR
64	42	missti	NOM	ACC	TR	TR
64	43	reyna að ná	*	*	*	
64	44	braut 	NOM	ACC	TR	TR
64	45	skjalla	NOM	ACC	TR	TR
64	46	elskar	NOM	ACC	TR	TR
64	47	veifa	NOM	ACC	TR	TR
64	48	dreymir	ACC	umACC	XY	ACC_umACC
64	49	þvoði	NOM	ACC	TR	TR
64	50	fór	NOM	iACC	Y	NOM_iACC
64	51	er  kallað	NOM	NOM	Y	NOM_NOM
64	52	refsaði	NOM	DAT	Y	NOM_DAT
64	53	réðst	NOM	aACC	Y	NOM_aACC
64	54	fylltist	NOM	afDAT	Y	NOM_afDAT
64	55	fann 	NOM	ACC	TR	TR
64	56	vantar	ACC	ACC	X	ACC_ACC
64	57	hatar	NOM	ACC	TR	TR
64	58	líkar	DAT	NOM	X	DAT_NOM
64	59	vantar	ACC	ACC	X	ACC_ACC
64	60	umlykja	NOM	ACC	TR	TR
64	61	á eftir	NOM	ACC	TR	TR
64	62	svaraði	NOM	DAT	Y	NOM_DAT
64	63	opnaði	NOM	ACC	TR	TR
64	64	ólík	NOM	DAT	Y	NOM_DAT
64	65	dróst aftur	NOM	urDAT	Y	NOM_urDAT
64	66	plægja 	NOM	ACC	TR	TR
64	67	lykta	NOM	afDAT	Y	NOM_afDAT
64	68	fór	NOM	yfirACC	Y	NOM_yfirACC
64	69	söng 	NOM	ACC	TR	TR
64	70	skrifaði	NOM	ACC	TR	TR
64	71	drakk	NOM	ACC	TR	TR
64	72	bræddi	NOM	ACC	TR	TR
64	73	í stíl	NOM	vidACC	Y	NOM_vidACC
64	74	yfirgaf	NOM	ACC	TR	TR
64	75	þekur 	NOM	ACC	TR	TR
64	76	man	NOM	eftirDAT	Y	NOM_eftirDAT
64	77	hjálpaði	NOM	DAT	Y	NOM_DAT
64	78	skilur	NOM	ACC	TR	TR
64	79	laust niður	NOM	iACC	Y	NOM_iACC
64	80	skar sig	NOM	medDAT	Y	NOM_medDAT
64	81	festist	NOM	vidACC	Y	NOM_vidACC
64	82	tapaði	NOM	fyrirDAT	Y	NOM_fyrirDAT
64	83	ánægður	NOM	medACC	Y	NOM_medACC
64	84	tala	NOM	vidACC	Y	NOM_vidACC
64	85	fæddi	NOM	ACC	TR	TR
64	86	missti	NOM	ACC	TR	TR
64	87	fer með völd	NOM	iDAT	Y	NOM_iDAT
64	88	saknar	NOM	GEN	Y	NOM_GEN
64	89	eltir	NOM	ACC	TR	TR
64	90	steig niður	NOM	afDAT	Y	NOM_afDAT
64	91	hlusta	NOM	aACC	Y	NOM_aACC
64	92	hlýðir	NOM	DAT	Y	NOM_DAT
64	93	heyrir	NOM	ACC	TR	TR
64	94	blandaðist	NOM	vidACC	Y	NOM_vidACC
64	95	horfa	NOM	aACC	Y	NOM_aACC
64	96	fór	NOM	urDAT	Y	NOM_urDAT
64	97	dreymir	ACC	ACC	X	ACC_ACC
64	98	sammála	NOM	DAT	Y	NOM_DAT
64	99	reifst	NOM	vidACC	Y	NOM_vidACC
64	100	kostar	NOM	ACC	TR	TR
64	101	skaut	NOM	aACC	Y	NOM_aACC
64	102	hellti	NOM	DAT	Y	NOM_DAT
64	103	týndi	NOM	DAT	Y	NOM_DAT
64	104	sökk	NOM	iACC	Y	NOM_iACC
64	105	drap	NOM	ACC	TR	TR
64	106	lamdi	NOM	ACC	TR	TR
64	107	kyssti	NOM	ACC	TR	TR
64	108	las	NOM	ACC	TR	TR
64	109	hreyfði	NOM	ACC	TR	TR
64	110	ber virðingu	NOM	fyrirDAT	Y	NOM_fyrirDAT
64	111	flökrar	NOM	vidDAT	Y	NOM_vidDAT
64	112	ánægður	NOM	medACC	Y	NOM_medACC
64	113	varð ástfanginn	NOM	afDAT	Y	NOM_afDAT
64	114	treystir	NOM	DAT	Y	NOM_DAT
64	115	finnur til	NOM	medDAT	Y	NOM_medDAT
64	116	öfundar 	NOM	ACC	TR	TR
64	117	reiður	NOM	vidACC	Y	NOM_vidACC
64	118	hissa	NOM	yfirDAT	Y	NOM_yfirDAT
64	119	elskar	NOM	ACC	TR	TR
64	120	finnst gott	DAT	NOM	X	DAT_NOM
64	121	langar	ACC	iACC	XY	ACC_iACC
64	122	*	*	*	*	
64	123	móðgaðist	NOM	vidACC	Y	NOM_vidACC
64	124	kom ... í mikið uppnám	NOM	DAT	Y	NOM_DAT
64	125	dáðist	NOM	adDAT	Y	NOM_adDAT
64	126	fyrirlítur	NOM	ACC	TR	TR
64	127	komst í uppnám	NOM	vegnaGEN	Y	NOM_vegnaGEN
64	128	verða pirraður 	NOM	aDAT	Y	NOM_aDAT
64	129	annt	NOM	umACC	Y	NOM_umACC
64	130	fer hjá sér	NOM	vegnaGEN	Y	NOM_vegnaGEN
40	1		*	*	*	
40	2		*	*	*	
40	3		NOM	LAT	Y	NOM_LAT
40	4		ERG	NOM	TR	TR
40	5		DAT	NOM	X	DAT_NOM
40	6		NOM	LAT	Y	NOM_LAT
40	7		NOM	LAT	Y	NOM_LAT
40	8		ERG	NOM	TR	TR
40	9		DAT	NOM	X	DAT_NOM
40	10		ERG	DAT	Y	ERG_DAT
40	11		NOM	LAT	Y	NOM_LAT
40	12		*	*	*	
40	13		*	*	*	
40	14		*	*	*	
40	15		ERG	NOM	TR	TR
40	16		ERG	NOM	TR	TR
40	17		ERG	ALL	Y	ERG_ALL
40	18		ERG	NOM	TR	TR
40	19		NOM	DAT	Y	NOM_DAT
40	20		ERG	NOM	TR	TR
40	21		*	*	*	
40	22		NOM	LAT	Y	NOM_LAT
40	23		*	*	*	
40	24		*	*	*	
40	25		ERG	LAT	Y	ERG_LAT
40	26		ERG	NOM	TR	TR
40	27		ERG	NOM	TR	TR
40	28		NOM	ALL	Y	NOM_ALL
40	29		DAT	NOM	X	DAT_NOM
40	30		*	*	*	
40	31		ERG	NOM	TR	TR
40	32		DAT	NOM	X	DAT_NOM
40	33		DAT	NOM	X	DAT_NOM
40	34		ERG	NOM	TR	TR
40	35		NOM	LAT	Y	NOM_LAT
40	36		ERG	NOM	TR	TR
40	37		ERG	DAT	Y	ERG_DAT
40	38		GEN	NOM	X	GEN_NOM
40	39		ERG	NOM	TR	TR
40	40		ERG	DAT	Y	ERG_DAT
40	41		ERG	DAT	Y	ERG_DAT
40	42		*	*	*	
40	43		ERG	NOM	TR	TR
40	44		ERG	NOM	TR	TR
40	45		ERG	NOM	TR	TR
40	46		DAT	NOM	X	DAT_NOM
40	47		ERG	NOM	TR	TR
40	48		ERG	ABL	Y	ERG_ABL
40	49		ERG	NOM	TR	TR
40	50		ERG	NOM	TR	TR
40	51		NOM	LAT	Y	NOM_LAT
40	52		*	*	*	
40	53		NOM	DAT	Y	NOM_DAT
40	54		NOM	LAT	Y	NOM_LAT
40	55		DAT	NOM	X	DAT_NOM
40	56		DAT	NOM	X	DAT_NOM
40	57		DAT	NOM	X	DAT_NOM
40	58		DAT	NOM	X	DAT_NOM
40	59		DAT	NOM	X	DAT_NOM
40	60		NOM	DAT	Y	NOM_DAT
40	61		ALL	NOM	X	ALL_NOM
40	62		ERG	DAT	Y	ERG_DAT
40	63		ERG	NOM	TR	TR
40	64		*	*	*	
40	65		*	*	*	
40	66		ERG	NOM	TR	TR
40	67		LAT	NOM	X	LAT_NOM
40	68		*	*	*	
40	69		ERG	NOM	TR	TR
40	70		ERG	NOM	TR	TR
40	71		ERG	NOM	TR	TR
40	72		ERG	NOM	TR	TR
40	73		NOM	INSTR	Y	NOM_INSTR
40	74		NOM	ABL	Y	NOM_ABL
40	75		*	*	*	
40	76		DAT	NOM	X	DAT_NOM
40	77		ERG	NOM	TR	TR
40	78		ERG	NOM	TR	TR
40	79		NOM	DAT	Y	NOM_DAT
40	80		NOM	INSTR	Y	NOM_INSTR
40	81		NOM	LAT	Y	NOM_LAT
40	82		*	*	*	
40	83		*	*	*	
40	84		ERG	INSTR	Y	ERG_INSTR
40	85		ERG	NOM	TR	TR
40	86		ERG	NOM	TR	TR
40	87		ERG	DAT	Y	ERG_DAT
40	88		ERG	DAT	Y	ERG_DAT
40	89		*	*	*	
40	90		*	*	*	
40	91		ERG	ALL	Y	ERG_ALL
40	92		ERG	ALL	Y	ERG_ALL
40	93		DAT	NOM	X	DAT_NOM
40	94		*	*	*	
40	95		NOM	ALL	Y	NOM_ALL
40	96		ERG	NOM	TR	TR
40	97		DAT	NOM	X	DAT_NOM
40	98		*	*	*	
40	99		*	*	*	
40	100		LAT	NOM	X	LAT_NOM
40	101		ERG	DAT	Y	ERG_DAT
40	102		ERG	NOM	TR	TR
40	103		ERG	NOM	TR	TR
40	104		*	*	*	
40	105		ERG	NOM	TR	TR
40	106		ERG	DAT	Y	ERG_DAT
40	107		ERG	DAT	Y	ERG_DAT
40	108		ERG	NOM	TR	TR
40	109		ERG	NOM	TR	TR
40	110		*	*	*	
40	111		DAT	NOM	X	DAT_NOM
40	112		NOM	DAT	Y	NOM_DAT
40	113		DAT	NOM	X	DAT_NOM
40	114		NOM	LAT	Y	NOM_LAT
40	115		DAT	LAT	XY	DAT_LAT
40	116		NOM	LAT	Y	NOM_LAT
40	117		NOM	DAT	Y	NOM_DAT
40	118		NOM	LAT	Y	NOM_LAT
40	119		DAT	NOM	X	DAT_NOM
40	120		*	*	*	
40	121		DAT	NOM	X	DAT_NOM
40	122		NOM	DAT	Y	NOM_DAT
40	123		ERG	DAT	Y	ERG_DAT
40	124		ERG	DAT	Y	ERG_DAT
40	125		NOM	LAT	Y	NOM_LAT
40	126		DAT	NOM	X	DAT_NOM
40	127		DAT	LAT	XY	DAT_LAT
40	128		NOM	DAT	Y	NOM_DAT
40	129		DAT	NOM	X	DAT_NOM
40	130		*	*	*	
12	1		TOP	NOM	X	TOP_NOM
12	2		TOP	ZERO	XY	TOP_ZERO
12	3		*	*	*	
12	4		NOM	ACC	TR	TR
12	5		TOP	NOM	X	TOP_NOM
12	6		NOM	DAT	Y	NOM_DAT
12	7		NOM	ACC	TR	TR
12	8		NOM	ACC	TR	TR
12	9		DAT	NOM	X	DAT_NOM
12	10		NOM	DAT	Y	NOM_DAT
12	11		NOM	DAT	Y	NOM_DAT
12	12		NOM	ALL	Y	NOM_ALL
12	13		NOM	DAT	Y	NOM_DAT
12	14		NOM	ABL	Y	NOM_ABL
12	15		NOM	ACC	TR	TR
12	16		NOM	ACC	TR	TR
12	17		NOM	DAT	Y	NOM_DAT
12	18		NOM	ACC	TR	TR
12	19		NOM	DAT	Y	NOM_DAT
12	20		*	*	*	
12	21		NOM	DAT	Y	NOM_DAT
12	22		NOM	DAT	Y	NOM_DAT
12	23		NOM	CONTR	Y	NOM_CONTR
12	24		NOM	CONTR	Y	NOM_CONTR
12	25		NOM	ACC	TR	TR
12	26		NOM	ACC	TR	TR
12	27		NOM	ACC	TR	TR
12	28		NOM	ACC	TR	TR
12	29		NOM	ACC	TR	TR
12	30		NOM	DAT	Y	NOM_DAT
12	31		NOM	ACC	TR	TR
12	32		NOM	CONTR	Y	NOM_CONTR
12	33		NOM	ACC	TR	TR
12	34		NOM	ACC	TR	TR
12	35		NOM	ACC	TR	TR
12	36		NOM	ACC	TR	TR
12	37		NOM	ACC	TR	TR
12	38		NOM	ACC	TR	TR
12	39		NOM	ACC	TR	TR
12	40		NOM	ACC	TR	TR
12	41		NOM	ACC	TR	TR
12	42		NOM	ACC	TR	TR
12	43		NOM	ACC	TR	TR
12	44		NOM	ACC	TR	TR
12	45		NOM	DAT	Y	NOM_DAT
12	46		*	*	*	
12	47		NOM	ACC	TR	TR
12	48		NOM	ACC	TR	TR
12	49		NOM	ACC	TR	TR
12	50		NOM	ACC	TR	TR
12	51		NOM	CONTR	Y	NOM_CONTR
12	52		NOM	ACC	TR	TR
12	53		NOM	ACC	TR	TR
12	54		NOM	INSTR	Y	NOM_INSTR
12	55		NOM	ACC	TR	TR
12	56		TOP	NOM	X	TOP_NOM
12	57		*	*	*	
12	58		TOP	NOM	X	TOP_NOM
12	59		TOP	NOM	X	TOP_NOM
12	60		NOM	ACC	TR	TR
12	61		TOP	NOM	X	TOP_NOM
12	62		NOM	DAT	Y	NOM_DAT
12	63		NOM	ACC	TR	TR
12	64		NOM	CONTR	Y	NOM_CONTR
12	65		NOM	DAT	Y	NOM_DAT
12	66		NOM	ACC	TR	TR
12	67		*	*	*	
12	68		NOM	ACC	TR	TR
12	69		NOM	ACC	TR	TR
12	70		NOM	ACC	TR	TR
12	71		NOM	ACC	TR	TR
12	72		NOM	ACC	TR	TR
12	73		NOM	DAT	Y	NOM_DAT
12	74		NOM	ACC	TR	TR
12	75		NOM	ACC	TR	TR
12	76		NOM	ACC	TR	TR
12	77		NOM	ACC	TR	TR
12	78		TOP	NOM	X	TOP_NOM
12	79		NOM	DAT	Y	NOM_DAT
12	80		NOM	INSTR	Y	NOM_INSTR
12	81		NOM	DAT	Y	NOM_DAT
12	82		NOM	DAT	Y	NOM_DAT
12	83		NOM	DAT	Y	NOM_DAT
12	84		NOM	CONTR	Y	NOM_CONTR
12	85		NOM	ACC	TR	TR
12	86		NOM	ACC	TR	TR
12	87		NOM	ACC	TR	TR
12	88		*	*	*	
12	89		NOM	DAT	Y	NOM_DAT
12	90		NOM	ABL	Y	NOM_ABL
12	91		NOM	ACC	TR	TR
12	92		*	*	*	
12	93		DAT	NOM	X	DAT_NOM
12	94		NOM	CONTR	Y	NOM_CONTR
12	95		NOM	ACC	TR	TR
12	96		NOM	ACC	TR	TR
12	97		*	*	*	
12	98		NOM	DAT	Y	NOM_DAT
12	99		NOM	CONTR	Y	NOM_CONTR
12	100		TOP	ZERO	XY	TOP_ZERO
12	101		NOM	ACC	TR	TR
12	102		NOM	ACC	TR	TR
12	103		NOM	ACC	TR	TR
12	104		NOM	DAT	Y	NOM_DAT
12	105		NOM	ACC	TR	TR
12	106		NOM	ACC	TR	TR
12	107		NOM	DAT	Y	NOM_DAT
12	108		NOM	ACC	TR	TR
12	109		NOM	ACC	TR	TR
12	110		NOM	ACC	TR	TR
12	111		*	*	*	
12	112		NOM	DAT	Y	NOM_DAT
12	113		NOM	DAT	Y	NOM_DAT
12	114		NOM	ACC	TR	TR
12	115		*	*	*	
